student_id,gender,age,degree,branch,cgpa,backlogs,internships,certifications,coding_skills,communication_skills,project_count,internship_status,certification_status,placement_year,placement_status,package_lpa,company_name,has_internship,has_certification,total_skill_score,academic_performance_index,employability_score,placement_risk_score,risk_band,student_intervention,intervention_priority,eligible_for_shortlist
7232,Female,20,BSc,Mechanical Engineering,8.71,1,3,2,9,9,5,Yes,Yes,2020,Placed,15.97,Adobe,1,1,18,82.10000000000001,22.78,0.0,Low,Clear backlogs early,Track,0
7233,Male,20,BSc,Mechanical Engineering,7.94,2,1,1,6,7,5,Yes,Yes,2021,Placed,11.55,Infosys,1,1,13,69.4,14.18,1.4,Low,Clear backlogs early,Track,0
7234,Male,23,BTech,Electrical Engineering,7.32,2,1,4,1,8,3,Yes,Yes,2022,Not Placed,0.0,Unplaced,1,1,9,63.2,12.33,24.1,Low,Clear backlogs early; Improve DSA and coding practice,Track,0
7235,Male,24,BTech,Data Science,9.67,3,2,0,9,6,4,Yes,No,2023,Placed,15.25,Meta,1,0,15,81.7,14.17,0.0,Low,Clear backlogs early; Add one industry certification,Track,0
7236,Male,23,BSc,Computer Science,7.62,0,3,3,8,8,5,Yes,Yes,2024,Placed,14.29,Microsoft,1,1,16,76.2,23.85,0.0,Low,Profile is competitive; keep building projects and interview readiness,Track,1
7237,Male,24,BTech,Computer Science,8.33,1,2,3,2,6,2,Yes,Yes,2019,Placed,9.41,Cognizant,1,1,8,78.3,13.83,6.0,Low,Clear backlogs early; Improve DSA and coding practice,Track,0
7238,Male,22,BSc,Electrical Engineering,5.57,2,2,5,3,7,3,Yes,Yes,2020,Placed,8.39,Cognizant,1,1,10,45.7,14.83,19.6,Low,Clear backlogs early; Raise CGPA above 7.0; Improve DSA and coding practice,Track,0
7239,Female,22,BSc,Data Science,6.8,3,1,5,7,5,3,Yes,Yes,2021,Not Placed,0.0,Unplaced,1,1,12,53.0,12.62,22.2,Low,Clear backlogs early; Raise CGPA above 7.0; Strengthen communication skills,Track,0
7240,Female,24,BE,Data Science,9.32,0,2,0,4,5,3,Yes,No,2022,Placed,10.98,Accenture,1,0,9,93.2,14.93,0.0,Low,Improve DSA and coding practice; Strengthen communication skills; Add one industry certification,Track,1
7241,Male,23,BTech,Data Science,8.76,2,0,3,8,8,5,No,Yes,2023,Placed,12.91,Meta,0,1,16,77.6,15.3,0.0,Low,Clear backlogs early; Complete an internship,Track,0
7242,Male,22,BTech,Information Technology,7.81,3,0,3,1,6,0,No,Yes,2024,Not Placed,0.0,Unplaced,0,1,7,63.099999999999994,3.82,61.1,Medium,Clear backlogs early; Complete an internship; Improve DSA and coding practice,Monitor,0
7243,Male,23,BE,Data Science,9.37,3,0,2,10,5,5,No,Yes,2019,Placed,14.72,Amazon,0,1,15,78.69999999999999,12.85,0.8,Low,Clear backlogs early; Complete an internship; Strengthen communication skills,Track,0
7244,Male,22,BTech,Artificial Intelligence,7.59,0,0,1,4,6,4,No,Yes,2020,Placed,9.8,Infosys,0,1,10,75.9,12.64,2.5,Low,Complete an internship; Improve DSA and coding practice,Track,1
7245,Female,23,BE,Mechanical Engineering,7.94,2,3,0,1,8,0,Yes,No,2021,Placed,7.66,Capgemini,1,0,9,69.4,9.78,24.4,Low,Clear backlogs early; Improve DSA and coding practice; Build more portfolio projects,Track,0
7246,Male,23,BCA,Data Science,7.14,3,2,5,7,6,5,Yes,Yes,2022,Placed,13.37,Microsoft,1,1,13,56.39999999999999,17.56,1.2,Low,Clear backlogs early,Track,0
7247,Female,21,BTech,Information Technology,8.17,2,2,1,9,6,4,Yes,Yes,2023,Placed,13.34,Adobe,1,1,15,71.7,15.87,0.0,Low,Clear backlogs early,Track,0
7248,Female,24,BSc,Artificial Intelligence,6.87,0,0,3,1,7,1,No,Yes,2024,Placed,6.03,TCS,0,1,8,68.7,9.55,23.8,Low,Raise CGPA above 7.0; Complete an internship; Improve DSA and coding practice,Track,1
7249,Male,20,BE,Information Technology,7.16,0,3,1,8,4,5,Yes,Yes,2019,Placed,13.28,Amazon,1,1,12,71.6,20.46,0.0,Low,Strengthen communication skills,Track,1
7250,Male,24,BSc,Information Technology,9.66,2,2,4,10,4,3,Yes,Yes,2020,Placed,15.75,Adobe,1,1,14,86.6,17.26,0.0,Low,Clear backlogs early; Strengthen communication skills,Track,0
7251,Female,23,BSc,Electrical Engineering,5.98,0,0,0,6,7,1,No,No,2021,Placed,7.93,Capgemini,0,0,13,59.800000000000004,8.79,15.1,Low,Raise CGPA above 7.0; Complete an internship; Build more portfolio projects,Track,0
7252,Female,23,BTech,Information Technology,5.95,3,1,0,6,5,2,Yes,No,2022,Not Placed,0.0,Unplaced,1,0,11,44.5,6.68,45.3,Medium,Clear backlogs early; Raise CGPA above 7.0; Strengthen communication skills,Monitor,0
7253,Male,24,BE,Information Technology,5.69,2,2,0,8,8,4,Yes,No,2023,Placed,11.24,Capgemini,1,0,16,46.900000000000006,14.48,1.9,Low,Clear backlogs early; Raise CGPA above 7.0; Add one industry certification,Track,0
7254,Male,23,BCA,Computer Science,6.88,3,1,2,1,8,1,Yes,Yes,2024,Not Placed,0.0,Unplaced,1,1,9,53.8,6.65,50.7,Medium,Clear backlogs early; Raise CGPA above 7.0; Improve DSA and coding practice,Monitor,0
7255,Male,22,BSc,Mechanical Engineering,7.21,2,2,1,9,8,3,Yes,Yes,2019,Placed,12.62,Meta,1,1,17,62.099999999999994,15.08,0.0,Low,Clear backlogs early,Track,0
7256,Female,23,BSc,Electrical Engineering,5.91,1,2,1,6,9,3,Yes,Yes,2020,Placed,9.18,Cognizant,1,1,15,54.1,15.26,0.0,Low,Clear backlogs early; Raise CGPA above 7.0,Track,0
7257,Female,24,BCA,Electrical Engineering,7.86,3,2,5,3,6,1,Yes,Yes,2021,Placed,9.27,Cognizant,1,1,9,63.60000000000001,11.44,28.8,Low,Clear backlogs early; Improve DSA and coding practice; Build more portfolio projects,Track,0
7258,Male,24,BE,Computer Science,8.01,3,1,2,1,7,0,Yes,Yes,2022,Placed,7.34,TCS,1,1,8,65.1,5.5,50.9,Medium,Clear backlogs early; Improve DSA and coding practice; Build more portfolio projects,Monitor,0
7259,Female,24,BTech,Artificial Intelligence,8.73,2,3,0,4,6,3,Yes,No,2023,Placed,10.29,Infosys,1,0,10,77.30000000000001,14.09,1.6,Low,Clear backlogs early; Improve DSA and coding practice; Add one industry certification,Track,0
7260,Female,21,BSc,Computer Science,9.7,2,1,2,5,10,1,Yes,Yes,2024,Placed,10.82,Capgemini,1,1,15,87.0,11.68,0.0,Low,Clear backlogs early; Improve DSA and coding practice; Build more portfolio projects,Track,0
7261,Male,21,BTech,Electrical Engineering,8.16,3,0,2,4,9,1,No,Yes,2019,Placed,8.64,Accenture,0,1,13,66.6,6.76,36.0,Medium,Clear backlogs early; Complete an internship; Improve DSA and coding practice,Monitor,0
7262,Male,21,BE,Artificial Intelligence,5.98,0,3,3,7,7,2,Yes,Yes,2020,Placed,10.01,Accenture,1,1,14,59.800000000000004,18.79,0.0,Low,Raise CGPA above 7.0,Track,0
7263,Female,21,BCA,Electrical Engineering,5.88,3,1,0,6,7,1,Yes,No,2021,Placed,7.47,Tech Mahindra,1,0,13,43.8,6.25,43.7,Medium,Clear backlogs early; Raise CGPA above 7.0; Build more portfolio projects,Monitor,0
7264,Female,21,BTech,Data Science,8.84,1,1,5,10,9,4,Yes,Yes,2022,Placed,15.26,Google,1,1,19,83.4,20.44,0.0,Low,Clear backlogs early,Track,0
7265,Male,21,BE,Artificial Intelligence,8.3,0,0,4,5,6,2,No,Yes,2023,Placed,9.97,Capgemini,0,1,11,83.0,13.32,0.0,Low,Complete an internship; Improve DSA and coding practice,Track,1
7266,Male,21,BTech,Electrical Engineering,6.2,0,1,5,3,6,2,Yes,Yes,2024,Placed,8.28,Capgemini,1,1,9,62.0,14.48,6.8,Low,Raise CGPA above 7.0; Improve DSA and coding practice,Track,0
7267,Male,24,BTech,Computer Science,6.59,2,3,3,9,8,4,Yes,Yes,2019,Placed,13.53,Meta,1,1,17,55.900000000000006,19.64,0.0,Low,Clear backlogs early; Raise CGPA above 7.0,Track,0
7268,Male,20,BSc,Electrical Engineering,8.73,2,1,0,3,7,2,Yes,No,2020,Placed,10.04,Accenture,1,0,10,77.30000000000001,8.89,22.6,Low,Clear backlogs early; Improve DSA and coding practice; Add one industry certification,Track,0
7269,Male,21,BTech,Computer Science,7.93,3,3,0,3,7,1,Yes,No,2021,Placed,9.33,Cognizant,1,0,10,64.3,9.87,27.4,Low,Clear backlogs early; Improve DSA and coding practice; Build more portfolio projects,Track,0
7270,Female,24,BSc,Artificial Intelligence,8.02,3,0,0,3,5,2,No,No,2022,Placed,8.08,Accenture,0,0,8,65.19999999999999,4.31,52.9,Medium,Clear backlogs early; Complete an internship; Improve DSA and coding practice,Monitor,0
7271,Female,20,BE,Computer Science,6.4,2,3,1,8,4,5,Yes,Yes,2023,Placed,12.19,Amazon,1,1,12,54.0,17.16,0.0,Low,Clear backlogs early; Raise CGPA above 7.0; Strengthen communication skills,Track,0
7272,Female,21,BE,Artificial Intelligence,8.2,3,1,0,2,7,0,Yes,No,2024,Placed,7.5,Capgemini,1,0,9,67.0,4.38,49.8,Medium,Clear backlogs early; Improve DSA and coding practice; Build more portfolio projects,Monitor,0
7273,Female,20,BSc,Information Technology,8.81,0,0,0,4,8,0,No,No,2019,Placed,8.26,Accenture,0,0,12,88.10000000000001,8.32,7.1,Low,Complete an internship; Improve DSA and coding practice; Build more portfolio projects,Track,1
7274,Male,20,BCA,Mechanical Engineering,9.31,3,3,4,8,6,2,Yes,Yes,2020,Placed,14.68,Adobe,1,1,14,78.10000000000001,16.42,0.0,Low,Clear backlogs early,Track,0
7275,Male,22,BTech,Artificial Intelligence,8.67,0,3,0,1,9,0,Yes,No,2021,Placed,9.49,Cognizant,1,0,10,86.7,13.47,0.0,Low,Improve DSA and coding practice; Build more portfolio projects; Add one industry certification,Track,1
7276,Male,23,BE,Information Technology,7.98,2,2,2,3,5,1,Yes,Yes,2022,Placed,8.98,Capgemini,1,1,8,69.80000000000001,10.19,25.1,Low,Clear backlogs early; Improve DSA and coding practice; Strengthen communication skills,Track,0
7277,Female,22,BE,Information Technology,8.4,3,2,0,4,5,0,Yes,No,2023,Placed,8.89,Cognizant,1,0,9,69.0,6.46,38.6,Medium,Clear backlogs early; Improve DSA and coding practice; Strengthen communication skills,Monitor,0
7278,Female,20,BCA,Information Technology,7.59,0,1,0,6,6,5,Yes,No,2024,Placed,11.69,Accenture,1,0,12,75.9,15.84,0.0,Low,Add one industry certification,Track,1
7279,Female,24,BE,Information Technology,6.48,1,2,5,2,6,1,Yes,Yes,2019,Placed,8.06,Capgemini,1,1,8,59.80000000000001,13.49,17.1,Low,Clear backlogs early; Raise CGPA above 7.0; Improve DSA and coding practice,Track,0
7280,Male,21,BSc,Artificial Intelligence,9.29,1,1,0,7,8,3,Yes,No,2020,Placed,12.3,Google,1,0,15,87.89999999999999,13.82,0.0,Low,Clear backlogs early; Add one industry certification,Track,0
7281,Female,23,BCA,Computer Science,7.79,1,0,1,3,5,0,No,Yes,2021,Placed,7.87,Accenture,0,1,8,72.9,5.62,36.3,Medium,Clear backlogs early; Complete an internship; Improve DSA and coding practice,Monitor,0
7282,Male,21,BE,Information Technology,8.06,0,3,3,8,9,5,Yes,Yes,2022,Placed,14.94,Google,1,1,17,80.60000000000001,24.42,0.0,Low,Profile is competitive; keep building projects and interview readiness,Track,1
7283,Male,24,BCA,Data Science,9.76,3,0,1,2,9,3,No,Yes,2023,Placed,9.86,Infosys,0,1,11,82.6,8.2,28.4,Low,Clear backlogs early; Complete an internship; Improve DSA and coding practice,Track,0
7284,Male,23,BCA,Information Technology,9.74,1,0,4,9,6,3,No,Yes,2024,Placed,13.53,Microsoft,0,1,15,92.4,15.2,0.0,Low,Clear backlogs early; Complete an internship,Track,0
7285,Male,22,BE,Computer Science,8.02,2,2,5,4,8,1,Yes,Yes,2019,Placed,11.22,Accenture,1,1,12,70.19999999999999,14.21,5.9,Low,Clear backlogs early; Improve DSA and coding practice; Build more portfolio projects,Track,0
7286,Male,20,BE,Computer Science,5.65,2,3,5,8,5,5,Yes,Yes,2020,Placed,12.29,Amazon,1,1,13,46.5,20.46,0.0,Low,Clear backlogs early; Raise CGPA above 7.0; Strengthen communication skills,Track,0
7287,Male,24,BE,Mechanical Engineering,7.2,2,0,4,4,8,2,No,Yes,2021,Placed,7.72,Cognizant,0,1,12,62.0,10.28,24.8,Low,Clear backlogs early; Complete an internship; Improve DSA and coding practice,Track,0
7288,Female,20,BCA,Mechanical Engineering,9.53,1,3,2,6,8,3,Yes,Yes,2022,Placed,13.05,Amazon,1,1,14,90.3,19.11,0.0,Low,Clear backlogs early,Track,0
7289,Male,20,BSc,Information Technology,6.74,1,3,2,8,8,3,Yes,Yes,2023,Placed,11.99,Cognizant,1,1,16,62.400000000000006,18.8,0.0,Low,Clear backlogs early; Raise CGPA above 7.0,Track,0
7290,Male,21,BSc,Information Technology,9.8,3,0,4,5,6,4,No,Yes,2024,Placed,11.68,Accenture,0,1,11,83.0,11.82,15.2,Low,Clear backlogs early; Complete an internship; Improve DSA and coding practice,Track,0
7291,Female,24,BTech,Electrical Engineering,5.86,0,3,3,6,2,4,Yes,Yes,2019,Placed,12.42,Microsoft,1,1,8,58.6,18.74,0.0,Low,Raise CGPA above 7.0; Strengthen communication skills,Track,0
7292,Male,20,BE,Electrical Engineering,7.94,2,1,5,2,6,0,Yes,Yes,2020,Placed,7.86,Accenture,1,1,8,69.4,9.38,32.4,Low,Clear backlogs early; Improve DSA and coding practice; Build more portfolio projects,Track,0
7293,Female,22,BSc,Mechanical Engineering,7.72,3,3,3,4,6,5,Yes,Yes,2021,Placed,12.9,Amazon,1,1,10,62.2,16.99,5.7,Low,Clear backlogs early; Improve DSA and coding practice,Track,0
7294,Female,23,BTech,Information Technology,6.6,0,1,4,5,5,2,Yes,Yes,2022,Placed,8.78,Capgemini,1,1,10,66.0,14.24,1.4,Low,Raise CGPA above 7.0; Improve DSA and coding practice; Strengthen communication skills,Track,1
7295,Female,24,BTech,Electrical Engineering,9.58,1,1,0,1,7,0,Yes,No,2023,Placed,7.87,Infosys,1,0,8,90.8,7.53,21.5,Low,Clear backlogs early; Improve DSA and coding practice; Build more portfolio projects,Track,0
7296,Male,21,BE,Data Science,8.16,0,1,1,7,6,5,Yes,Yes,2024,Placed,12.15,Microsoft,1,1,13,81.6,17.26,0.0,Low,Profile is competitive; keep building projects and interview readiness,Track,1
7297,Male,24,BTech,Artificial Intelligence,6.49,2,0,1,6,5,2,No,Yes,2019,Placed,7.3,TCS,0,1,11,54.900000000000006,7.2,36.1,Medium,Clear backlogs early; Raise CGPA above 7.0; Complete an internship,Monitor,0
7298,Female,21,BSc,Mechanical Engineering,7.15,0,1,0,4,5,4,Yes,No,2020,Placed,9.05,Infosys,1,0,9,71.5,13.26,2.1,Low,Improve DSA and coding practice; Strengthen communication skills; Add one industry certification,Track,1
7299,Male,23,BTech,Mechanical Engineering,8.6,0,3,3,4,5,5,Yes,Yes,2021,Placed,14.01,Adobe,1,1,9,86.0,21.44,0.0,Low,Improve DSA and coding practice; Strengthen communication skills,Track,1
7300,Male,22,BTech,Computer Science,6.78,1,2,1,3,8,0,Yes,Yes,2022,Placed,7.17,Wipro,1,1,11,62.8,10.41,17.3,Low,Clear backlogs early; Raise CGPA above 7.0; Improve DSA and coding practice,Track,0
7301,Female,20,BSc,Information Technology,9.28,1,2,1,1,6,1,Yes,Yes,2023,Placed,9.26,Capgemini,1,1,7,87.8,11.01,12.3,Low,Clear backlogs early; Improve DSA and coding practice; Build more portfolio projects,Track,0
7302,Female,24,BTech,Mechanical Engineering,6.21,3,2,2,6,6,5,Yes,Yes,2024,Placed,11.09,Accenture,1,1,12,47.1,14.38,16.7,Low,Clear backlogs early; Raise CGPA above 7.0,Track,0
7303,Male,21,BTech,Mechanical Engineering,6.64,1,1,3,5,6,3,Yes,Yes,2019,Placed,9.66,Capgemini,1,1,11,61.39999999999999,13.56,8.2,Low,Clear backlogs early; Raise CGPA above 7.0; Improve DSA and coding practice,Track,0
7304,Female,23,BCA,Electrical Engineering,6.12,1,0,4,6,7,2,No,Yes,2020,Placed,7.46,TCS,0,1,13,56.2,11.75,14.3,Low,Clear backlogs early; Raise CGPA above 7.0; Complete an internship,Track,0
7305,Female,20,BTech,Data Science,5.95,2,1,4,10,7,5,Yes,Yes,2021,Placed,12.83,Adobe,1,1,17,49.5,17.38,0.0,Low,Clear backlogs early; Raise CGPA above 7.0,Track,0
7306,Female,23,BTech,Information Technology,6.79,2,2,0,1,2,0,Yes,No,2022,Not Placed,0.0,Unplaced,1,0,3,57.900000000000006,4.92,57.3,Medium,Clear backlogs early; Raise CGPA above 7.0; Improve DSA and coding practice,Monitor,0
7307,Male,22,BCA,Artificial Intelligence,9.8,0,3,1,2,8,0,Yes,Yes,2023,Placed,10.56,Infosys,1,1,10,98.0,14.72,0.0,Low,Improve DSA and coding practice; Build more portfolio projects,Track,1
7308,Male,20,BCA,Data Science,5.91,2,1,4,7,9,4,Yes,Yes,2024,Placed,10.51,Infosys,1,1,16,49.1,15.76,1.5,Low,Clear backlogs early; Raise CGPA above 7.0,Track,0
7309,Male,20,BCA,Artificial Intelligence,6.42,3,2,0,9,5,5,Yes,No,2019,Placed,12.65,Microsoft,1,0,14,49.2,13.67,10.5,Low,Clear backlogs early; Raise CGPA above 7.0; Strengthen communication skills,Track,0
7310,Female,20,BE,Computer Science,6.67,3,3,2,6,5,5,Yes,Yes,2020,Placed,12.67,Meta,1,1,11,51.7,16.17,9.0,Low,Clear backlogs early; Raise CGPA above 7.0; Strengthen communication skills,Track,0
7311,Male,21,BE,Mechanical Engineering,8.16,0,0,3,6,6,5,No,Yes,2021,Placed,11.79,Capgemini,0,1,12,81.6,16.46,0.0,Low,Complete an internship,Track,1
7312,Female,20,BSc,Electrical Engineering,8.7,3,3,1,5,5,1,Yes,Yes,2022,Placed,10.81,Accenture,1,1,10,72.0,10.98,18.8,Low,Clear backlogs early; Improve DSA and coding practice; Strengthen communication skills,Track,0
7313,Male,23,BTech,Data Science,8.73,3,0,1,5,7,1,No,Yes,2023,Placed,8.88,Infosys,0,1,12,72.30000000000001,5.79,36.6,Medium,Clear backlogs early; Complete an internship; Improve DSA and coding practice,Monitor,0
7314,Male,21,BSc,Artificial Intelligence,5.54,1,3,0,6,4,4,Yes,No,2024,Placed,9.83,Accenture,1,0,10,50.4,15.52,2.8,Low,Clear backlogs early; Raise CGPA above 7.0; Strengthen communication skills,Track,0
7315,Female,20,BE,Information Technology,8.3,0,0,1,2,5,2,No,Yes,2019,Placed,8.14,Infosys,0,1,7,83.0,9.32,17.2,Low,Complete an internship; Improve DSA and coding practice; Strengthen communication skills,Track,1
7316,Male,23,BTech,Computer Science,8.21,3,0,3,10,9,2,No,Yes,2020,Placed,11.89,Accenture,0,1,19,67.10000000000001,11.18,5.7,Low,Clear backlogs early; Complete an internship,Track,0
7317,Female,23,BTech,Computer Science,7.73,0,0,4,6,5,4,No,Yes,2021,Placed,11.12,Infosys,0,1,11,77.30000000000001,15.49,0.0,Low,Complete an internship; Strengthen communication skills,Track,1
7318,Male,24,BCA,Mechanical Engineering,7.13,3,1,0,4,8,2,Yes,No,2022,Placed,7.31,Tech Mahindra,1,0,12,56.3,7.55,37.2,Medium,Clear backlogs early; Improve DSA and coding practice; Add one industry certification,Monitor,0
7319,Male,23,BE,Mechanical Engineering,8.93,2,3,3,3,7,1,Yes,Yes,2023,Placed,11.5,Infosys,1,1,10,79.3,14.17,3.4,Low,Clear backlogs early; Improve DSA and coding practice; Build more portfolio projects,Track,0
7320,Female,22,BTech,Artificial Intelligence,6.98,0,0,1,7,4,4,No,Yes,2024,Placed,10.57,Capgemini,0,1,11,69.80000000000001,12.79,0.1,Low,Raise CGPA above 7.0; Complete an internship; Strengthen communication skills,Track,1
7321,Female,20,BCA,Artificial Intelligence,6.49,2,3,4,5,7,1,Yes,Yes,2019,Placed,9.78,Accenture,1,1,12,54.900000000000006,14.8,8.1,Low,Clear backlogs early; Raise CGPA above 7.0; Improve DSA and coding practice,Track,0
7322,Female,20,BTech,Computer Science,6.83,0,1,3,10,6,5,Yes,Yes,2020,Placed,12.58,Adobe,1,1,16,68.3,19.53,0.0,Low,Raise CGPA above 7.0,Track,1
7323,Male,20,BE,Artificial Intelligence,7.39,2,2,4,3,6,2,Yes,Yes,2021,Placed,9.32,Infosys,1,1,9,63.89999999999999,13.16,17.7,Low,Clear backlogs early; Improve DSA and coding practice,Track,0
7324,Male,23,BSc,Mechanical Engineering,6.42,1,2,4,8,7,1,Yes,Yes,2022,Placed,11.72,Infosys,1,1,15,59.2,15.47,0.0,Low,Clear backlogs early; Raise CGPA above 7.0; Build more portfolio projects,Track,0
7325,Male,23,BSc,Computer Science,8.11,2,0,0,5,7,2,No,No,2023,Placed,9.14,Cognizant,0,0,12,71.1,7.44,26.3,Low,Clear backlogs early; Complete an internship; Improve DSA and coding practice,Track,0
7326,Female,20,BTech,Computer Science,9.3,3,1,1,3,8,0,Yes,Yes,2024,Placed,8.8,Cognizant,1,1,11,78.0,6.42,34.2,Low,Clear backlogs early; Improve DSA and coding practice; Build more portfolio projects,Track,0
7327,Female,21,BCA,Information Technology,8.06,1,3,2,9,8,1,Yes,Yes,2019,Placed,12.24,Meta,1,1,17,75.60000000000001,17.32,0.0,Low,Clear backlogs early; Build more portfolio projects,Track,0
7328,Female,21,BCA,Information Technology,7.42,2,0,2,2,7,1,No,Yes,2020,Placed,6.17,Tech Mahindra,0,1,9,64.2,6.37,42.5,Medium,Clear backlogs early; Complete an internship; Improve DSA and coding practice,Monitor,0
7329,Male,22,BCA,Artificial Intelligence,8.93,1,2,2,3,4,1,Yes,Yes,2021,Placed,10.47,Capgemini,1,1,7,84.3,11.67,10.4,Low,Clear backlogs early; Improve DSA and coding practice; Strengthen communication skills,Track,0
7330,Male,24,BE,Artificial Intelligence,8.72,1,1,3,3,6,2,Yes,Yes,2022,Placed,9.74,Capgemini,1,1,9,82.2,12.39,7.7,Low,Clear backlogs early; Improve DSA and coding practice,Track,0
7331,Female,22,BSc,Mechanical Engineering,7.08,3,2,2,1,10,0,Yes,Yes,2023,Not Placed,0.0,Unplaced,1,1,11,55.8,8.33,39.5,Medium,Clear backlogs early; Improve DSA and coding practice; Build more portfolio projects,Monitor,0
7332,Male,20,BSc,Mechanical Engineering,8.1,2,1,5,7,8,2,Yes,Yes,2024,Placed,12.01,Microsoft,1,1,15,71.0,14.64,0.0,Low,Clear backlogs early,Track,0
7333,Female,20,BTech,Information Technology,8.64,1,2,5,6,10,3,Yes,Yes,2019,Placed,13.81,Meta,1,1,16,81.4,19.96,0.0,Low,Clear backlogs early,Track,0
7334,Male,20,BSc,Computer Science,6.56,3,0,1,6,9,5,No,Yes,2020,Placed,8.9,Accenture,0,1,15,50.599999999999994,10.92,23.6,Low,Clear backlogs early; Raise CGPA above 7.0; Complete an internship,Track,0
7335,Male,24,BCA,Data Science,7.07,0,0,2,6,7,3,No,Yes,2021,Placed,8.89,Accenture,0,1,13,70.7,13.23,0.0,Low,Complete an internship,Track,1
7336,Female,23,BE,Electrical Engineering,5.95,0,0,4,7,7,5,No,Yes,2022,Placed,10.62,Capgemini,0,1,14,59.5,17.18,0.0,Low,Raise CGPA above 7.0; Complete an internship,Track,0
7337,Male,24,BCA,Electrical Engineering,9.75,1,2,5,6,6,5,Yes,Yes,2023,Placed,14.85,Adobe,1,1,12,92.5,21.2,0.0,Low,Clear backlogs early,Track,0
7338,Male,22,BCA,Data Science,5.87,1,3,4,9,4,4,Yes,Yes,2024,Placed,12.64,Adobe,1,1,13,53.7,20.05,0.0,Low,Clear backlogs early; Raise CGPA above 7.0; Strengthen communication skills,Track,0
7339,Female,23,BSc,Artificial Intelligence,6.23,1,2,4,5,7,2,Yes,Yes,2019,Placed,10.06,Capgemini,1,1,12,57.300000000000004,15.39,1.6,Low,Clear backlogs early; Raise CGPA above 7.0; Improve DSA and coding practice,Track,0
7340,Female,23,BE,Electrical Engineering,7.56,3,2,2,1,8,0,Yes,Yes,2020,Placed,7.8,Cognizant,1,1,9,60.599999999999994,7.72,42.6,Medium,Clear backlogs early; Improve DSA and coding practice; Build more portfolio projects,Monitor,0
7341,Male,22,BE,Electrical Engineering,9.22,3,3,1,1,6,1,Yes,Yes,2021,Placed,9.54,Accenture,1,1,7,77.2,9.99,28.7,Low,Clear backlogs early; Improve DSA and coding practice; Build more portfolio projects,Track,0
7342,Female,23,BCA,Data Science,7.03,2,0,1,1,7,0,No,Yes,2022,Not Placed,0.0,Unplaced,0,1,8,60.3,3.81,54.8,Medium,Clear backlogs early; Complete an internship; Improve DSA and coding practice,Monitor,0
7343,Male,21,BTech,Data Science,8.8,0,2,2,2,8,1,Yes,Yes,2023,Placed,9.1,Accenture,1,1,10,88.0,14.32,0.0,Low,Improve DSA and coding practice; Build more portfolio projects,Track,1
7344,Female,22,BSc,Information Technology,8.41,1,2,1,4,5,3,Yes,Yes,2024,Placed,10.63,Infosys,1,1,9,79.1,13.86,0.5,Low,Clear backlogs early; Improve DSA and coding practice; Strengthen communication skills,Track,0
7345,Male,22,BTech,Computer Science,8.25,1,0,5,6,6,1,No,Yes,2019,Placed,10.9,Infosys,0,1,12,77.5,11.8,6.5,Low,Clear backlogs early; Complete an internship; Build more portfolio projects,Track,0
7346,Male,21,BCA,Mechanical Engineering,9.13,3,2,2,7,5,1,Yes,Yes,2020,Placed,10.99,Cognizant,1,1,12,76.30000000000001,10.75,14.2,Low,Clear backlogs early; Strengthen communication skills; Build more portfolio projects,Track,0
7347,Female,24,BSc,Information Technology,5.56,3,3,1,5,5,3,Yes,Yes,2021,Placed,9.19,Infosys,1,1,10,40.599999999999994,12.12,29.6,Low,Clear backlogs early; Raise CGPA above 7.0; Improve DSA and coding practice,Track,0
7348,Male,24,BTech,Electrical Engineering,9.5,2,1,0,7,5,5,Yes,No,2022,Placed,13.38,Meta,1,0,12,85.0,13.6,0.0,Low,Clear backlogs early; Strengthen communication skills; Add one industry certification,Track,0
7349,Male,24,BTech,Mechanical Engineering,9.07,0,2,0,2,5,0,Yes,No,2023,Placed,8.2,Capgemini,1,0,7,90.7,10.43,6.6,Low,Improve DSA and coding practice; Strengthen communication skills; Build more portfolio projects,Track,1
7350,Female,23,BTech,Information Technology,9.53,1,3,1,6,9,2,Yes,Yes,2024,Placed,11.95,Capgemini,1,1,15,90.3,17.51,0.0,Low,Clear backlogs early,Track,0
7351,Female,21,BSc,Information Technology,8.91,3,0,4,3,5,0,No,Yes,2019,Not Placed,0.0,Unplaced,0,1,8,74.1,5.46,47.5,Medium,Clear backlogs early; Complete an internship; Improve DSA and coding practice,Monitor,0
7352,Male,22,BTech,Data Science,9.28,0,1,5,9,7,5,Yes,Yes,2020,Placed,14.56,Google,1,1,16,92.8,22.11,0.0,Low,Profile is competitive; keep building projects and interview readiness,Track,1
7353,Female,22,BE,Mechanical Engineering,6.37,2,0,0,10,6,5,No,No,2021,Placed,11.04,Capgemini,0,0,16,53.7,11.95,7.8,Low,Clear backlogs early; Raise CGPA above 7.0; Complete an internship,Track,0
7354,Female,22,BCA,Information Technology,6.87,0,0,5,10,8,1,No,Yes,2022,Placed,10.73,Accenture,0,1,18,68.7,15.15,0.0,Low,Raise CGPA above 7.0; Complete an internship; Build more portfolio projects,Track,1
7355,Male,23,BSc,Data Science,6.86,1,0,3,4,8,0,No,Yes,2023,Placed,5.84,TCS,0,1,12,63.60000000000001,8.44,24.8,Low,Clear backlogs early; Raise CGPA above 7.0; Complete an internship,Track,0
